AUC,Accuracy,CappedBinomialDeviance,LogLoss,MAE,MSE
0.91117602696575473,0.83901918976545842,0.16484364793776946,0.37956652641626681,0.23530413714987503,0.11809933530087555
0.9124699371381535,0.83262260127931764,0.16328541197777716,0.37596801256843454,0.24210074626865655,0.11763833474413626
0.90906185476936097,0.83315565031982941,0.16542272909192138,0.38089991004945128,0.23787106510339928,0.11899066741868736
0.91329939621357392,0.8363539445628998,0.16245578469977293,0.37406826812034655,0.24461564299358968,0.1170638786665318
0.91051728815741673,0.83262260127931764,0.1648852468922985,0.37962303887145216,0.23991487572300102,0.11868586768508725
0.91273607681377356,0.83742004264392322,0.16323890482295386,0.37587146884200651,0.24619392902679943,0.11733942226704443
0.90634412607318093,0.82995735607675902,0.16870963894972876,0.38846829969005287,0.23888672357366705,0.12131342522775176
0.91394204018191771,0.8363539445628998,0.16410694565877115,0.37787020673067057,0.24877711970254135,0.11738084321954805
0.91254638762812645,0.84008528784648184,0.16453848024189341,0.37886385182887888,0.25044879658406299,0.11753274878218876
0.91231818578963586,0.83049040511727079,0.16487490007036557,0.37963848711090686,0.24780650319829436,0.11916213808102361
0.91191409034263615,0.83102345415778256,0.16378116478873342,0.3771180975410024,0.24615289676803853,0.11811946259696895
0.91137031467711449,0.83582089552238803,0.16458624096479593,0.37897370996319263,0.24334460268336874,0.11850453849576657
0.91194168149691213,0.83688699360341157,0.16338224379753097,0.37616364873446656,0.24560792655461841,0.11776298542567545
0.91335687778498209,0.84328358208955223,0.16286723724361879,0.3750156726142807,0.24683239333315604,0.11720939581671765
0.91182959243266604,0.82835820895522394,0.16498382448647911,0.37988731815934129,0.24428048240938161,0.11865871543556639
0.91417886425611949,0.83155650319829422,0.1622331203675616,0.37355556454825661,0.24914540754051173,0.11675126809907257
0.91428577997893878,0.83742004264392322,0.16284491554289762,0.37496427499895024,0.25228643104406623,0.11680065860137874
0.91114613654862253,0.83049040511727079,0.16449801383758259,0.37877067448954577,0.24422176609808099,0.11819958391592272
0.90671545702447798,0.83102345415778256,0.16994957016796708,0.39132334682950481,0.25744310217929034,0.12062606133169235
0.90676259191303266,0.83208955223880599,0.1698543668910856,0.39110413318335313,0.25784870983213598,0.12054048459017455
0.91035633975747376,0.83155650319829422,0.16599532915240844,0.38221837041297557,0.25023604797441334,0.11964945354013319
0.9033136976285403,0.82356076759061836,0.17060307846969788,0.39280146780613728,0.24555500265411853,0.12339189024487071
0.90749835602705775,0.82835820895522394,0.16717228344102114,0.3849282962661929,0.24430848473134267,0.12101093090558324
0.90423570203392789,0.82942430703624737,0.17152840013954429,0.3949435226437471,0.22892163732398721,0.12368688581850601
0.90766620221556971,0.82675906183368864,0.16680063324149069,0.38407225192442013,0.24301549838785691,0.12087034231133459
0.91067421284736116,0.83955223880597019,0.16432908769837115,0.37838170767958001,0.24104321635394602,0.11747923973687968
0.91169451073985686,0.8363539445628998,0.16425426303263085,0.3782094175196587,0.24594191417910449,0.11796938814610396
0.91171060557985106,0.84008528784648184,0.16463704954679359,0.37909081604096984,0.24744324166199622,0.1178200489335019
0.91122201222288135,0.8288912579957356,0.16450030210350977,0.37877594341655885,0.23440964061833677,0.11911409355095397
0.91317178712504776,0.83208955223880599,0.16213267025768033,0.37363103056872571,0.2300276008054902,0.11702505811845371
0.90961712674916417,0.83262260127931764,0.16561626733378307,0.38134554832008716,0.23665064097637559,0.12014498547935568
0.9138891571362221,0.83528784648187637,0.16592496626255857,0.38205635387170694,0.26277692228176963,0.11853178545234178
0.91206584169115379,0.83262260127931764,0.16324122318419193,0.37743842311113773,0.2396424304859649,0.11735213691844205
0.91250844979099699,0.83901918976545842,0.16353066142873468,0.37654322909076937,0.24878922725856942,0.11730088834826523
0.90406095805684694,0.82675906183368864,0.17159067752546162,0.39504634628754098,0.26537517537313449,0.12456869191418156
0.90946077687493387,0.8288912579957356,0.16646236763591388,0.38329376626294975,0.24991473173901438,0.11981441047389761
0.91227622424250787,0.83315565031982941,0.1637322736503721,0.37703063655472319,0.24544890094659963,0.11750059927482974
0.91003329332615968,0.83102345415778256,0.16452546339947494,0.37883250233783994,0.2429452326939287,0.11920327384567132
0.91156747646704461,0.82782515991471217,0.16544854029512471,0.38095934254117869,0.25353038379530934,0.11952822169509585
0.90771218747269622,0.8272921108742004,0.16746590320575888,0.3856044923063644,0.25208640341641786,0.12104958225684598
0.90897563241224866,0.83368869936034118,0.16620650761230929,0.3827046267867053,0.24783137039753497,0.12018129831313516
0.91276021907376492,0.83795309168443499,0.16347246659419068,0.37640506420387015,0.24979671982908419,0.11700995063428053
0.91036208791461459,0.83688699360341157,0.16570008389954052,0.38153854309494484,0.25484241844349692,0.11878798132304555
0.91322926869645593,0.83901918976545842,0.1648382352375572,0.37955406321344504,0.25696085917273309,0.1171709724735527
0.90705919682149905,0.82835820895522394,0.16778701536253818,0.38634337148871206,0.25131866197601305,0.12139846083114707
0.90679018306730863,0.82942430703624737,0.16790323312427946,0.38661002397341399,0.25104539957097605,0.12132218138096722
0.90759722432987988,0.83315565031982941,0.16740738470778088,0.3854697484852555,0.25189856113791614,0.12125676882747563
0.91272917902520456,0.8347547974413646,0.16369852283584035,0.37691296946653596,0.25074214444813109,0.11773544401533005
0.90216521583180431,0.8272921108742004,0.17110864440074508,0.39398901904172651,0.25223986931891718,0.123646916387693
0.90741213366994544,0.83528784648187637,0.16703850843203796,0.38460817051589619,0.24012495814925369,0.12095272793645193
0.91374775247055795,0.83795309168443499,0.16509172557733326,0.38013774629103175,0.25295339107292891,0.11746548141180353
0.913097061082217,0.83688699360341157,0.16303575995737499,0.37540371050280763,0.24754551838610908,0.11736927656361248
0.90957688964917849,0.83422174840085295,0.16680602124427912,0.3840725028826299,0.2604345860470314,0.11995881101717124
0.90892045010369671,0.82942430703624737,0.16659346562712379,0.38359563054323087,0.24796236567164223,0.12046395897222191
0.90315964701716633,0.82569296375266521,0.17082745507124572,0.39334426277205781,0.25608003722828815,0.1235778596430249
0.90354304909845906,0.8272921108742004,0.17153404006341097,0.39497172359105209,0.25960956081822995,0.12391284908362678
0.90482891185086056,0.83049040511727079,0.1697282169432324,0.39081015599711283,0.2544258515964814,0.12257902363077092
0.90557847154202364,0.83262260127931764,0.17049381329745689,0.39257651294643481,0.26445886015649528,0.12304189022573389
0.90930270255356138,0.8347547974413646,0.1682106718754254,0.38731938554286671,0.26112234360522579,0.12080264595218193
0.91214056773398444,0.83848614072494665,0.16432959854950238,0.37838288395777975,0.2498529202563966,0.1175093701413787
0.90738799140995396,0.82622601279317698,0.17047061121237922,0.39252297755379584,0.26802318345053311,0.12295263137181725
0.90787198624121102,0.82515991471215355,0.16698319975676626,0.38449302654037637,0.24719863649640353,0.12094245331926366
0.90793636560118829,0.83688699360341157,0.16715745353776559,0.3848462431511816,0.23535707012735879,0.12077849211583126
0.90103282887506264,0.82356076759061836,0.17299915267271315,0.39824685510452962,0.24805745145291269,0.12554334925017607
0.91252339499956314,0.83049040511727079,0.16393900919669258,0.37748351873651748,0.2523404980199031,0.11802409866667453
0.91109095424007058,0.8272921108742004,0.16573424516972635,0.38161720232643126,0.24865852672832961,0.11948662376475733
0.90786738771549846,0.82782515991471217,0.16710228087127663,0.3847672209395061,0.25098875053304892,0.12081243407497828
0.90738799140995396,0.83208955223880599,0.16862538892428613,0.38827430683738468,0.25986005533303841,0.12156979584808533
0.90951021102634499,0.83742004264392322,0.16696172013230032,0.38444356787727885,0.25599966343816632,0.11982099212468535
0.9079191211297658,0.82942430703624737,0.1685659407571268,0.38813556001367822,0.26325383889765464,0.12144841076728667
0.90890837897370103,0.83155650319829422,0.16851663922579257,0.38802390140276527,0.26591033102345329,0.12039857780261824
0.90202036227185567,0.8214285714285714,0.17212403121127701,0.39632897122696414,0.25673647348987255,0.12414622995689445
0.90956079480918417,0.83208955223880599,0.16573557904032357,0.38162027367698531,0.25175115191684416,0.11926442684062187
0.91031667747320211,0.8272921108742004,0.16863248833338951,0.38829065383095568,0.26655271695095861,0.12019755215601452
0.90958493706917565,0.83955223880597019,0.17015615726684488,0.39179903120378812,0.27289631749623089,0.12138861127771015
0.91056442304597152,0.83528784648187637,0.16583221238691001,0.38184278018032181,0.25459332087100195,0.11895434806179223
0.90989303829192358,0.83208955223880599,0.1662162095588251,0.38272696634412445,0.25473581220919317,0.11973583092096249
0.91160483948846005,0.83208955223880599,0.16774204732391892,0.38624033763635768,0.2670501488475483,0.12021256661524897
0.90966368682200482,0.83528784648187637,0.16550689387321041,0.38109343747147501,0.24858123667377383,0.11905684423240952
0.91059258901596152,0.83049040511727079,0.16537785236100155,0.38079657755781193,0.25301389878270619,0.11849402170975036
0.9099424724433347,0.83528784648187637,0.16608391736650238,0.38242235231416383,0.25524411226615829,0.11903343099514806
0.90935271152068642,0.83795309168443499,0.16770472495992736,0.38615439971739474,0.25734163113006425,0.11993226762793172
0.90399312980258528,0.82356076759061836,0.16996959399998293,0.39131156076649215,0.25385982741956264,0.12377439053098271
0.90562100790486566,0.83262260127931764,0.16992036983172534,0.3912561105705667,0.2623781449893392,0.1222910657249465
0.90567848947627394,0.8347547974413646,0.1707780388211676,0.39323096640037908,0.26645411984381689,0.12287854337609876
0.90753399460133077,0.82782515991471217,0.17074532811241913,0.39315564721003421,0.26732729211087392,0.12243963113006395
0.90219165735465212,0.82675906183368864,0.17253204505443315,0.39726736444657396,0.26333664313261734,0.12455477066717945
0.90804500577114977,0.83582089552238803,0.16804438082284201,0.38693648624409022,0.25364657302771842,0.1207619774448546
0.90988614050335459,0.83155650319829422,0.16802720409858599,0.38689693537487302,0.26423011585021355,0.12073656762818627
0.91022988030037566,0.83742004264392322,0.1671039841269425,0.38477114283061181,0.26016157006076707,0.11957258462450264
0.90799614643545279,0.83368869936034118,0.16567132257734421,0.38144554857651292,0.24093034821428541,0.11909259718562086
0.90875030465232842,0.83315565031982941,0.16887113975826551,0.38884016904429558,0.26667134449207552,0.12127433184916486
0.91024367587751365,0.83315565031982941,0.16856063340029498,0.38812142663586074,0.26779175352841073,0.12099466894508137
0.90971254615770181,0.83582089552238803,0.16600465671768727,0.38223984792574112,0.25043096953857935,0.11933730273487281
0.90903196435222866,0.83368869936034118,0.16822582018198728,0.38735426580774218,0.26433755169588286,0.12075841783111679
0.91027011740036146,0.8288912579957356,0.16623959503292235,0.38278081338817344,0.24571135268007019,0.11956892177485133
0.90184791755763105,0.82835820895522394,0.17398947091170996,0.40062556205922417,0.26976375203464836,0.12553787607490205
0.9053652149120992,0.83582089552238803,0.16922388506611505,0.38964189833146029,0.25754658848614009,0.12214522117270929
0.91191064144835166,0.83582089552238803,0.16746032155691129,0.3855916400849323,0.25861886813460894,0.1190435283921351
0.90715116733575218,0.83262260127931764,0.17294228526387403,0.39821432799692069,0.27893663554163134,0.12440434864388489
0.91015515425754501,0.83102345415778256,0.1659359318670719,0.38211961827292568,0.25512266570575715,0.1201495217597226
0.91053740670740957,0.83102345415778256,0.16522213045300896,0.38043801461381588,0.24717668496801687,0.11957605888033869
0.9098246352219479,0.83262260127931764,0.17194496893550823,0.39588446317741049,0.26712441364605366,0.12358329686567196
